region,k,n_eff,deltaD,A2,phi2,bound_active,success
signal_Bplus_jpsiK_control,8.780000000000001,0.4450010022823632,3.201326226063612e-10,1.8322916472017034e-14,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,8.8,0.44601467199143463,-9.009844031297645e-10,3.2003193105671527e-08,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,8.82,0.4470283417005061,2.3130178160425836e-10,8.230932137131014e-09,2.356194490192345,False,True
signal_Bplus_jpsiK_control,8.84,0.44804201140957745,3.179854528098989e-10,1.3865203827409927e-09,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,8.86,0.44905568111864885,1.130614933995128e-10,8.253171482859663e-09,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,8.879999999999999,0.4500693508277203,3.088383752730348e-10,2.127369322291613e-09,2.356194490192345,False,True
signal_Bplus_jpsiK_control,8.9,0.45108302053679183,1.9885935844178313e-10,7.520699980399334e-09,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,8.92,0.45209669024586324,-2.3963081745190183e-10,1.5503591084642632e-08,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,8.94,0.4531103599549347,-3.481343715430156e-10,1.8013294227378495e-08,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,8.96,0.45412402966400617,3.666998252960495e-10,8.851377138291023e-11,2.356194490192345,False,True
signal_Bplus_jpsiK_control,8.98,0.45513769937307763,0.0,0.0,-0.0,False,True
signal_Bplus_jpsiK_control,9.0,0.456151369082149,0.0,0.0,-0.0,False,True
signal_Bplus_jpsiK_control,9.02,0.45716503879122045,0.0,0.0,-0.0,False,True
signal_Bplus_jpsiK_control,9.04,0.45817870850029185,4.3926811130161246e-10,1.0755186776493505e-09,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,9.06,0.45919237820936337,0.0,0.0,-0.0,False,True
signal_Bplus_jpsiK_control,9.08,0.4602060479184348,2.854412717585209e-10,1.045233750935392e-08,2.356194490192345,False,True
signal_Bplus_jpsiK_control,9.1,0.46121971762750624,3.0227070126617885e-10,1.0370794049393497e-09,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,9.120000000000001,0.46223338733657776,3.2282605635500096e-10,1.513083536826637e-10,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,9.14,0.46324705704564917,3.464726638737722e-10,4.237376959325717e-14,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,9.16,0.4642607267547205,3.804342000712469e-10,4.406733444634676e-09,2.356194490192345,False,True
signal_Bplus_jpsiK_control,9.18,0.465274396463792,2.274575107329046e-10,6.28411611279896e-09,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,9.2,0.4662880661728634,4.0232857494697706e-10,5.053624880992898e-09,2.356194490192345,False,True
signal_Bplus_jpsiK_control,9.22,0.4673017358819349,1.9238750248482618e-10,2.7636270186850737e-08,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,9.24,0.4683154055910064,3.015337818672136e-10,6.563796449233504e-10,-3.141592653589793,False,True
