"k1","k2","k3","n1","n2","n3","delta1","delta2","delta3","Q_low","Q_high","Q_mean","koide_error","integer_error_10_15_20","score"
10.4,15.64,16.98,7.91215936872023,11.8986704352677,12.9181217385451,17.8015708897619,79.3210146466172,58.1171593650888,0.664961636828644,0.542838874680307,0.603900255754476,0.123839530017542,8.00814106274184,8.48579568396178
12.98,18.28,28.66,9.87498351980659,13.9071416596352,21.8040853372617,82.2560373513843,23.5962864056,32.5337236833493,0.710065645514223,0.783916849015317,0.74699124726477,0.125024304140445,2.11298186848529,9.91193356988438
10.4,18.28,27.24,7.91215936872023,13.9071416596352,20.7237712696095,17.8015708897619,23.5962864056,30.8945205106556,0.568927789934354,0.74507658643326,0.657002188183808,0.125303645368751,2.46521047872993,5.0743311005592
7.76,14.32,18.28,5.90368814435279,10.894434823084,13.9071416596352,352.89104269028,90.5509916249448,23.5962864056,0.541899441340782,0.638268156424581,0.590083798882682,0.127958336576754,8.41179879671253,24.7035401713302
11.66,16.98,18.28,8.87074790762287,12.9181217385451,13.9071416596352,47.1420538068942,58.1171593650888,23.5962864056,0.686690223792697,0.538280329799764,0.612485276796231,0.129938425163926,6.53699855739694,7.30136811647941
7.76,10.4,11.66,5.90368814435279,7.91215936872023,8.87074790762287,352.89104269028,17.8015708897619,47.1420538068942,0.746153846153846,0.560576923076923,0.653365384615385,0.132564118062787,13.8158426369446,17.9295934534532
7.76,12.98,14.32,5.90368814435279,9.87498351980659,10.894434823084,352.89104269028,82.2560373513843,90.5509916249448,0.597842835130971,0.551617873651772,0.574730354391371,0.134063211066414,11.2230513645815,24.4829244136138
10.4,14.32,15.64,7.91215936872023,10.894434823084,11.8986704352677,17.8015708897619,90.5509916249448,79.3210146466172,0.726256983240223,0.54608938547486,0.636173184357542,0.134498648948399,9.31913540195297,9.34780654640578
10.4,12.98,16.98,7.91215936872023,9.87498351980659,12.9181217385451,17.8015708897619,82.2560373513843,58.1171593650888,0.801232665639445,0.654083204930663,0.727657935285054,0.135153067256364,8.9876510910217,7.95759068103289
11.66,16.98,27.24,8.87074790762287,12.9181217385451,20.7237712696095,47.1420538068942,58.1171593650888,30.8945205106556,0.686690223792697,0.802120141342756,0.744405182567727,0.1369254784246,2.47654441397052,9.00081715472207
7.76,14.32,20.74,5.90368814435279,10.894434823084,15.7786716641594,352.89104269028,90.5509916249448,20.0348262717471,0.541899441340782,0.724162011173184,0.633030726256983,0.137377491443989,7.17321749005229,24.807112325969
10.4,16.98,18.28,7.91215936872023,12.9181217385451,13.9071416596352,17.8015708897619,58.1171593650888,23.5962864056,0.612485276796231,0.538280329799764,0.575382803297998,0.139350904203718,6.76876786076271,5.37109172869281
10.4,18.28,20.74,7.91215936872023,13.9071416596352,15.7786716641594,17.8015708897619,23.5962864056,20.0348262717471,0.568927789934354,0.567286652078775,0.568107221006565,0.139388935444618,4.8345662445248,3.59674136100119
10.4,12.98,18.28,7.91215936872023,9.87498351980659,13.9071416596352,17.8015708897619,82.2560373513843,23.5962864056,0.801232665639445,0.704160246533128,0.752696456086287,0.139691719907604,8.23090488218823,6.29280060239914
14.32,18.28,27.24,10.894434823084,13.9071416596352,20.7237712696095,90.5509916249448,23.5962864056,30.8945205106556,0.783369803063457,0.74507658643326,0.764223194748359,0.140597786478492,1.58688306297675,9.84335494589582
18.28,27.24,28.66,13.9071416596352,20.7237712696095,21.8040853372617,23.5962864056,30.8945205106556,32.5337236833493,0.671071953010279,0.526064610866373,0.598568281938326,0.140671051190492,7.16114777108997,4.59931601175176
7.76,14.32,16.98,5.90368814435279,10.894434823084,12.9181217385451,352.89104269028,90.5509916249448,58.1171593650888,0.541899441340782,0.592877094972067,0.567388268156425,0.144954342488911,9.15360234829371,24.1869400846264
