KDE_BANDWIDTH_SCALE,null_best_deltaD,null_best_n,null_deltaD_n10,null_deltaD_n11,null_deltaD_n12,null_deltaD_n13,null_deltaD_n14,null_deltaD_n15,null_deltaD_n16,null_deltaD_n17,null_deltaD_n18,null_deltaD_n19,null_deltaD_n20,null_deltaD_n21,null_deltaD_n22
0.5,5.590536499424125,15,0.7540707877999928,0.9879052681151563,0.8102636416316322,0.21311127204984714,2.128210880363156,5.590536499424125,1.7578464833786356,2.3590121962110224,1.274774980441503,0.8502409161797502,0.24590792481338042,0.30402927797929635,0.4172485418732492
0.5,7.925734483587981,19,1.3206963679710384,0.544058828083628,0.5638144144983812,3.314502034589424,1.774018305603164,0.7290629878479038,2.116303972837869,0.2014165532746901,1.0629524048728456,7.925734483587981,5.2037276462541655,0.1019994461425,0.1732133478118243
0.5,10.989005514318002,12,0.6275991538243204,0.8881116070817683,10.989005514318002,0.9681505113827953,2.399643735315493,0.897340043935209,3.384665678266998,0.007073986273340438,1.56884548048275,3.828393435121015,1.015573183589325,0.023338230280280925,1.666464415045219
0.5,6.50260416415891,12,0.14222406542837263,3.0038040549773015,6.50260416415891,5.887715754861539,3.1951841971852737,0.7509006179673108,3.0871758219316447,5.960654226182662,1.8510805496148848,4.395703218241891,1.6440043195014198,1.7024045655934685,1.2302292228007587
0.5,5.387095796596412,11,3.2571917697322874,5.387095796596412,4.4575212679571194,2.9997602484142547,1.4833846810637255,2.444599379884302,4.801834554681172,4.688505400762807,1.6803676787795467,0.8375915055589331,0.5832884493607509,1.1206550568057594,2.3978281004556408
0.5,4.894068291035584,19,1.374694427725192,0.15647505589521415,4.653212561000423,1.8602930372200746,4.668844692474771,1.385500289939852,0.6598454140607402,1.6756329682899143,0.7708368656027709,4.894068291035584,0.2916817594531089,2.1013670292177693,1.8675272239082545
0.5,7.6798805802602494,16,1.8765516797890491,1.3441684407572012,1.591074353087702,0.5495888077903999,0.5781679174840946,3.2073070880682018,7.6798805802602494,3.456883308486063,2.7653786916965366,3.7196371001063078,1.230658986162254,0.2636432677620917,1.60145193315401
0.5,9.403952824160605,19,0.4587678319851278,0.05512870290965566,1.1022033181545297,0.5587512198035682,0.0961642393646116,4.237016657862668,0.24883903398644236,0.05957637257698423,0.3605218667591146,9.403952824160605,2.3622807315659173,1.228014673031204,2.576075293477224
0.5,8.245570197744321,10,8.245570197744321,6.496209161674308,0.37923259518542807,0.29224426159267836,1.514410630880775,2.885027336092385,1.054388599945419,2.7031416986437264,5.229065734698757,7.053997237693231,1.9151425933066122,3.802370126342204,2.4233678373686516
0.5,5.2420668078008035,22,1.8505293208721483,1.567526673048107,1.8889249585680261,1.9556767591496467,1.727998147867936,1.471554818850933,0.8821827261220463,0.2784203166739019,3.211406080074916,2.100283271203601,0.5053343999938065,2.442429235668442,5.2420668078008035
