k,n_eff,delta_chi2,amp,phase
20.72,15.763455973065687,0.9999606402635095,0.4883749827091362,-0.689918199762359
20.740000000000002,15.77867166415938,0.9949485141556806,0.48694324369376524,-0.7335647714375318
20.759999999999998,15.793887355253071,0.9925408067277885,0.4861592466449754,-0.7763330710447012
20.78,15.809103046346767,0.9925126594715721,0.4859731786088383,-0.8180111853350671
20.8,15.824318737440457,0.9946141179575534,0.48632602306059614,-0.8584057434632058
20.82,15.83953442853415,0.9985742190256701,0.48715128228377924,-0.8973450677570133
20.84,15.854750119627845,1.0041053040790757,0.4883768094995806,-0.9346810168307326
20.86,15.869965810721535,1.0109074929140434,0.48992665986490214,-0.9702895628542129
20.880000000000003,15.88518150181523,1.01867325170997,0.4917228815407807,-1.0040702430924464
20.9,15.900397192908919,1.0270919892917618,0.4936871849154424,-1.0359446909349859
20.92,15.915612884002615,1.0358546174769572,0.49574244688991687,-1.065854482200603
20.939999999999998,15.930828575096307,1.0446580140932156,0.49781402545592984,-1.0937585329875175
20.96,15.946044266189999,1.0532093309624884,0.49983087587484765,-1.119630263562084
20.98,15.961259957283692,1.0612300936170413,0.5017264726303493,-1.143454707513451
21.0,15.976475648377386,1.0684600445790693,0.5034395506770001,-1.1652257046005148
21.02,15.991691339471076,1.0746606875109137,0.5049146855334292,-1.1849432755097402
21.04,16.00690703056477,1.0796184952732233,0.5061027349584561,-1.2026112411564998
21.060000000000002,16.022122721658466,1.0831477507471732,0.5069611659095861,-1.2182351203168953
21.08,16.037338412752156,1.0850929950563568,0.5074542898235004,-1.2318203179238518
21.1,16.05255410384585,1.0853310634454374,0.5075534275086429,-1.243370601980973
21.12,16.067769794939544,1.0837726944496353,0.5072370225199522,-1.252886858885532
21.14,16.082985486033234,1.080363703053024,0.5064907190959315,-1.2603661139489157
21.16,16.098201177126928,1.0750857132530882,0.5053074177686961,-1.2658008050047602
21.18,16.113416868220618,1.067956449797407,0.5036873187061359,-1.269178301266275
21.200000000000003,16.128632559314315,1.0590295928534488,0.5016379597356714,-1.2704806662510981
21.22,16.143848250408006,1.0483942030295452,0.49917425279913175,-1.2696846719795167
21.240000000000002,16.1590639415017,1.0361737275183032,0.4963185192273996,-1.2667620811821325
21.259999999999998,16.17427963259539,1.0225246012435036,0.493100520607656,-1.2616802243133183
21.28,16.189495323689084,1.0076344597859475,0.489557478045284,-1.254402908001312
21.3,16.204711014782777,0.9917199836184523,0.4857340682123131,-1.244891700144117
21.32,16.21992670587647,0.9750243958233682,0.4816823796830672,-1.233107642730656
21.34,16.23514239697016,0.9578146380514454,0.4774618077258417,-1.219013444629099
21.36,16.250358088063855,0.9403782520278128,0.47313886012010337,-1.2025762004086744
21.380000000000003,16.26557377915755,0.9230199964507619,0.4687868410684423,-1.1837706645313786
21.4,16.28078947025124,0.9060582316426462,0.4644853754994172,-1.1625830794186738
21.42,16.296005161344933,0.8898211068146793,0.4603197329545877,-1.1390155076805943
21.439999999999998,16.311220852438623,0.8746425872403165,0.4563799100970009,-1.1130905512087683
21.46,16.326436543532317,0.860858360973964,0.45275943521356604,-1.0848562537144777
21.48,16.34165223462601,0.8488016669313652,0.44955386853314033,-1.0543908841428078
21.5,16.356867925719705,0.8387990881036558,0.4468589900848855,-1.0218071981013788
21.52,16.372083616813395,0.8311663553245126,0.44476869270440544,-0.9872556920533788
21.54,16.38729930790709,0.8262042082722019,0.44337263074522837,-0.9509263254333102
21.560000000000002,16.402514999000786,0.8241943611756142,0.4427537121764644,-0.9130482154358407
21.58,16.417730690094473,0.8253956209334206,0.4429855579868003,-0.8738869282791646
21.6,16.43294638118817,0.8300402049640638,0.4441300814226026,-0.8337392040137799
21.62,16.44816207228186,0.8383303050333666,0.44623535340219356,-0.792925240773625
21.64,16.463377763375554,0.8504349415022716,0.4493339138162143,-0.7517789846369691
21.66,16.478593454469248,0.8664871498785374,0.4534416592201421,-0.710637160592618
21.68,16.49380914556294,0.8865815382436608,0.4585573883616447,-0.6698279739411526
21.700000000000003,16.509024836656632,0.9107722500751265,0.46466302551637917,-0.6296604631611171
21.72,16.524240527750322,0.9390713622506723,0.47172447823369806,-0.5904153819959768
21.740000000000002,16.539456218844016,0.971447742668488,0.47969303159949706,-0.5523382557738833
21.759999999999998,16.55467190993771,1.0078263860472703,0.48850714374255055,-0.5156349496562639
